,date,year,month,day,maxt
23503,19640806,1964,8,6,31
23504,19640906,1964,9,6,28
23505,19641006,1964,10,6,31
23506,19641106,1964,11,6,26
23507,19641206,1964,12,6,21
23508,19640107,1964,1,7,23
23509,19640207,1964,2,7,22
23510,19640307,1964,3,7,21
23511,19640407,1964,4,7,26
23512,19640507,1964,5,7,27
23513,19640607,1964,6,7,27
23514,19640707,1964,7,7,31
23515,19640807,1964,8,7,36
23516,19640907,1964,9,7,30
23517,19641007,1964,10,7,27
23518,19641107,1964,11,7,25
23519,19641207,1964,12,7,20
23520,19640108,1964,1,8,22
23521,19640208,1964,2,8,20
23522,19640308,1964,3,8,18
23523,19640408,1964,4,8,22
23524,19640508,1964,5,8,27
23525,19640608,1964,6,8,29
23526,19640708,1964,7,8,31
23527,19640808,1964,8,8,31
23528,19640908,1964,9,8,31
23529,19641008,1964,10,8,27
23530,19641108,1964,11,8,24
23531,19641208,1964,12,8,22
23532,19640109,1964,1,9,20
23533,19640209,1964,2,9,22
23534,19640309,1964,3,9,17
23535,19640409,1964,4,9,23
23536,19640509,1964,5,9,28
23537,19640609,1964,6,9,29
23538,19640709,1964,7,9,32
23539,19640809,1964,8,9,28
23540,19640909,1964,9,9,34
23541,19641009,1964,10,9,27
23542,19641109,1964,11,9,22
23543,19641209,1964,12,9,24
23544,19640110,1964,1,10,20
23545,19640210,1964,2,10,19
23546,19640310,1964,3,10,19
23547,19640410,1964,4,10,25
23548,19640510,1964,5,10,30
23549,19640610,1964,6,10,30
23550,19640710,1964,7,10,31
23551,19640810,1964,8,10,29
23552,19640910,1964,9,10,31
23553,19641010,1964,10,10,28
23554,19641110,1964,11,10,20
23555,19641210,1964,12,10,24
23556,19640111,1964,1,11,22
23557,19640211,1964,2,11,17
23558,19640311,1964,3,11,21
23559,19640411,1964,4,11,25
23560,19640511,1964,5,11,23
23561,19640611,1964,6,11,29
23562,19640711,1964,7,11,31
23563,19640811,1964,8,11,30
23564,19640911,1964,9,11,26
23565,19641011,1964,10,11,30
23566,19641111,1964,11,11,20
23567,19641211,1964,12,11,20
23568,19640112,1964,1,12,21
23569,19640212,1964,2,12,16
23570,19640312,1964,3,12,22
23571,19640412,1964,4,12,27
23572,19640512,1964,5,12,22
23573,19640612,1964,6,12,27
23574,19640712,1964,7,12,32
23575,19640812,1964,8,12,29
23576,19640912,1964,9,12,29
23577,19641012,1964,10,12,26
23578,19641112,1964,11,12,23
23579,19641212,1964,12,12,20
23580,19640113,1964,1,13,26
23581,19640213,1964,2,13,18
23582,19640313,1964,3,13,25
23583,19640413,1964,4,13,27
23584,19640513,1964,5,13,25
23585,19640613,1964,6,13,29
23586,19640713,1964,7,13,31
23587,19640813,1964,8,13,33
23588,19640913,1964,9,13,32
23589,19641013,1964,10,13,26
23590,19641113,1964,11,13,21
23591,19641213,1964,12,13,21
23592,19640114,1964,1,14,21
23593,19640214,1964,2,14,19
23594,19640314,1964,3,14,19
23595,19640414,1964,4,14,26
23596,19640514,1964,5,14,26
23597,19640614,1964,6,14,29
23598,19640714,1964,7,14,31
23599,19640814,1964,8,14,27
23600,19640914,1964,9,14,30
23601,19641014,1964,10,14,31
23602,19641114,1964,11,14,21
23603,19641214,1964,12,14,21
23604,19640115,1964,1,15,20
23605,19640215,1964,2,15,22
23606,19640315,1964,3,15,21
23607,19640415,1964,4,15,26
23608,19640515,1964,5,15,26
23609,19640615,1964,6,15,29
23610,19640715,1964,7,15,31
23611,19640815,1964,8,15,27
23612,19640915,1964,9,15,32
23613,19641015,1964,10,15,31
23614,19641115,1964,11,15,22
23615,19641215,1964,12,15,17
23616,19640116,1964,1,16,20
23617,19640216,1964,2,16,21
23618,19640316,1964,3,16,21
23619,19640416,1964,4,16,27
23620,19640516,1964,5,16,27
23621,19640616,1964,6,16,30
23622,19640716,1964,7,16,31
23623,19640816,1964,8,16,26
23624,19640916,1964,9,16,30
23625,19641016,1964,10,16,30
23626,19641116,1964,11,16,22
23627,19641216,1964,12,16,19
23628,19640117,1964,1,17,15
23629,19640217,1964,2,17,18
23630,19640317,1964,3,17,23
23631,19640417,1964,4,17,28
23632,19640517,1964,5,17,29
23633,19640617,1964,6,17,30
23634,19640717,1964,7,17,31
23635,19640817,1964,8,17,32
23636,19640917,1964,9,17,28
23637,19641017,1964,10,17,31
23638,19641117,1964,11,17,22
23639,19641217,1964,12,17,18
23640,19640118,1964,1,18,14
23641,19640218,1964,2,18,15
23642,19640318,1964,3,18,23
23643,19640418,1964,4,18,28
23644,19640518,1964,5,18,29
23645,19640618,1964,6,18,30
23646,19640718,1964,7,18,32
23647,19640818,1964,8,18,28
23648,19640918,1964,9,18,31
23649,19641018,1964,10,18,26
23650,19641118,1964,11,18,26
23651,19641218,1964,12,18,17
23652,19640119,1964,1,19,15
23653,19640219,1964,2,19,15
23654,19640319,1964,3,19,19
23655,19640419,1964,4,19,28
23656,19640519,1964,5,19,31
23657,19640619,1964,6,19,30
23658,19640719,1964,7,19,32
23659,19640819,1964,8,19,34
23660,19640919,1964,9,19,29
23661,19641019,1964,10,19,27
23662,19641119,1964,11,19,24
23663,19641219,1964,12,19,16
23664,19640120,1964,1,20,17
23665,19640220,1964,2,20,9
23666,19640320,1964,3,20,25
23667,19640420,1964,4,20,29
23668,19640520,1964,5,20,32
23669,19640620,1964,6,20,31
23670,19640720,1964,7,20,33
23671,19640820,1964,8,20,34
23672,19640920,1964,9,20,29
23673,19641020,1964,10,20,29
23674,19641120,1964,11,20,23
23675,19641220,1964,12,20,19
23676,19640121,1964,1,21,17
23677,19640221,1964,2,21,7
23678,19640321,1964,3,21,20
23679,19640421,1964,4,21,29
23680,19640521,1964,5,21,31
23681,19640621,1964,6,21,31
23682,19640721,1964,7,21,30
23683,19640821,1964,8,21,32
23684,19640921,1964,9,21,28
23685,19641021,1964,10,21,29
23686,19641121,1964,11,21,25
23687,19641221,1964,12,21,11
23688,19640122,1964,1,22,23
23689,19640222,1964,2,22,8
23690,19640322,1964,3,22,20
23691,19640422,1964,4,22,29
23692,19640522,1964,5,22,31
23693,19640622,1964,6,22,30
23694,19640722,1964,7,22,30
23695,19640822,1964,8,22,31
23696,19640922,1964,9,22,28
23697,19641022,1964,10,22,27
23698,19641122,1964,11,22,23
23699,19641222,1964,12,22,12
23700,19640123,1964,1,23,21
23701,19640223,1964,2,23,9
23702,19640323,1964,3,23,19
23703,19640423,1964,4,23,29
23704,19640523,1964,5,23,30
23705,19640623,1964,6,23,30
23706,19640723,1964,7,23,31
23707,19640823,1964,8,23,31
23708,19640923,1964,9,23,32
23709,19641023,1964,10,23,24
23710,19641123,1964,11,23,23
23711,19641223,1964,12,23,15
23712,19640124,1964,1,24,11
23713,19640224,1964,2,24,9
23714,19640324,1964,3,24,19
23715,19640424,1964,4,24,29
23716,19640524,1964,5,24,30
23717,19640624,1964,6,24,31
23718,19640724,1964,7,24,32
23719,19640824,1964,8,24,31
23720,19640924,1964,9,24,30
23721,19641024,1964,10,24,25
23722,19641124,1964,11,24,24
23723,19641224,1964,12,24,16
23724,19640125,1964,1,25,10
23725,19640225,1964,2,25,10
23726,19640325,1964,3,25,16
23727,19640425,1964,4,25,29
23728,19640525,1964,5,25,31
23729,19640625,1964,6,25,30
23730,19640725,1964,7,25,32
23731,19640825,1964,8,25,31
23732,19640925,1964,9,25,29
23733,19641025,1964,10,25,28
23734,19641125,1964,11,25,22
23735,19641225,1964,12,25,17
23736,19640126,1964,1,26,9
23737,19640226,1964,2,26,13
23738,19640326,1964,3,26,20
23739,19640426,1964,4,26,29
23740,19640526,1964,5,26,31
23741,19640626,1964,6,26,30
23742,19640726,1964,7,26,31
23743,19640826,1964,8,26,32
23744,19640926,1964,9,26,30
23745,19641026,1964,10,26,27
23746,19641126,1964,11,26,23
23747,19641226,1964,12,26,15
23748,19640127,1964,1,27,11
23749,19640227,1964,2,27,14
23750,19640327,1964,3,27,20
23751,19640427,1964,4,27,27
23752,19640527,1964,5,27,28
23753,19640627,1964,6,27,31
23754,19640727,1964,7,27,32
23755,19640827,1964,8,27,32
23756,19640927,1964,9,27,28
23757,19641027,1964,10,27,28
23758,19641127,1964,11,27,23
23759,19641227,1964,12,27,13
23760,19640128,1964,1,28,11
23761,19640228,1964,2,28,17
23762,19640328,1964,3,28,22
23763,19640428,1964,4,28,26
23764,19640528,1964,5,28,26
23765,19640628,1964,6,28,30
23766,19640728,1964,7,28,34
23767,19640828,1964,8,28,32
23768,19640928,1964,9,28,26
23769,19641028,1964,10,28,26
23770,19641128,1964,11,28,24
23771,19641228,1964,12,28,13
23772,19640129,1964,1,29,11
23773,19640229,1964,2,29,18
23774,19640329,1964,3,29,22
23775,19640429,1964,4,29,26
23776,19640529,1964,5,29,28
23777,19640629,1964,6,29,31
23778,19640729,1964,7,29,33
23779,19640829,1964,8,29,30
23780,19640929,1964,9,29,28
23781,19641029,1964,10,29,27
23782,19641129,1964,11,29,24
23783,19641229,1964,12,29,13
23784,19640130,1964,1,30,12
23785,19640230,1964,2,30,-999
23786,19640330,1964,3,30,20
23787,19640430,1964,4,30,27
23788,19640530,1964,5,30,28
23789,19640630,1964,6,30,32
23790,19640730,1964,7,30,34
23791,19640830,1964,8,30,32
23792,19640930,1964,9,30,27
23793,19641030,1964,10,30,26
23794,19641130,1964,11,30,24
23795,19641230,1964,12,30,13
23796,19640131,1964,1,31,13
23797,19640231,1964,2,31,-999
23798,19640331,1964,3,31,21
23799,19640431,1964,4,31,-999
23800,19640531,1964,5,31,30
23801,19640631,1964,6,31,-999
23802,19640731,1964,7,31,33
23803,19640831,1964,8,31,31
23804,19640931,1964,9,31,-999
23805,19641031,1964,10,31,27
23806,19641131,1964,11,31,-999
23807,19641231,1964,12,31,10
23808,19650101,1965,1,1,21
23809,19650201,1965,2,1,22
23810,19650301,1965,3,1,21
23811,19650401,1965,4,1,25
23812,19650501,1965,5,1,23
23813,19650601,1965,6,1,28
23814,19650701,1965,7,1,31
23815,19650801,1965,8,1,30
23816,19650901,1965,9,1,33
23817,19651001,1965,10,1,29
23818,19651101,1965,11,1,29
23819,19651201,1965,12,1,20
23820,19650102,1965,1,2,21
23821,19650202,1965,2,2,20
23822,19650302,1965,3,2,21
23823,19650402,1965,4,2,24
23824,19650502,1965,5,2,26
23825,19650602,1965,6,2,27
23826,19650702,1965,7,2,31
23827,19650802,1965,8,2,30
23828,19650902,1965,9,2,30
23829,19651002,1965,10,2,29
23830,19651102,1965,11,2,29
23831,19651202,1965,12,2,24
23832,19650103,1965,1,3,19
23833,19650203,1965,2,3,17
23834,19650303,1965,3,3,19
23835,19650403,1965,4,3,24
23836,19650503,1965,5,3,25
23837,19650603,1965,6,3,29
23838,19650703,1965,7,3,32
23839,19650803,1965,8,3,32
23840,19650903,1965,9,3,32
23841,19651003,1965,10,3,29
23842,19651103,1965,11,3,28
23843,19651203,1965,12,3,24
23844,19650104,1965,1,4,19
23845,19650204,1965,2,4,18
23846,19650304,1965,3,4,15
23847,19650404,1965,4,4,25
23848,19650504,1965,5,4,24
23849,19650604,1965,6,4,33
23850,19650704,1965,7,4,32
23851,19650804,1965,8,4,32
23852,19650904,1965,9,4,33
23853,19651004,1965,10,4,30
23854,19651104,1965,11,4,28
23855,19651204,1965,12,4,27
23856,19650105,1965,1,5,20
23857,19650205,1965,2,5,21
23858,19650305,1965,3,5,15
23859,19650405,1965,4,5,20
23860,19650505,1965,5,5,23
23861,19650605,1965,6,5,27
23862,19650705,1965,7,5,30
23863,19650805,1965,8,5,31
23864,19650905,1965,9,5,29
23865,19651005,1965,10,5,30
23866,19651105,1965,11,5,30
23867,19651205,1965,12,5,24
23868,19650106,1965,1,6,15
23869,19650206,1965,2,6,14
23870,19650306,1965,3,6,12
23871,19650406,1965,4,6,20
23872,19650506,1965,5,6,27
23873,19650606,1965,6,6,28
23874,19650706,1965,7,6,30
23875,19650806,1965,8,6,29
23876,19650906,1965,9,6,30
23877,19651006,1965,10,6,30
23878,19651106,1965,11,6,27
23879,19651206,1965,12,6,21
23880,19650107,1965,1,7,17
23881,19650207,1965,2,7,17
23882,19650307,1965,3,7,16
23883,19650407,1965,4,7,19
23884,19650507,1965,5,7,28
23885,19650607,1965,6,7,29
23886,19650707,1965,7,7,30
23887,19650807,1965,8,7,30
23888,19650907,1965,9,7,32
23889,19651007,1965,10,7,29
23890,19651107,1965,11,7,29
23891,19651207,1965,12,7,22
23892,19650108,1965,1,8,17
23893,19650208,1965,2,8,21
23894,19650308,1965,3,8,18
23895,19650408,1965,4,8,23
23896,19650508,1965,5,8,29
23897,19650608,1965,6,8,27
23898,19650708,1965,7,8,31
23899,19650808,1965,8,8,30
23900,19650908,1965,9,8,30
23901,19651008,1965,10,8,29
23902,19651108,1965,11,8,29
23903,19651208,1965,12,8,24
23904,19650109,1965,1,9,19
23905,19650209,1965,2,9,25
23906,19650309,1965,3,9,19
23907,19650409,1965,4,9,26
23908,19650509,1965,5,9,28
23909,19650609,1965,6,9,27
23910,19650709,1965,7,9,32
23911,19650809,1965,8,9,31
23912,19650909,1965,9,9,30
23913,19651009,1965,10,9,27
23914,19651109,1965,11,9,27
23915,19651209,1965,12,9,22
23916,19650110,1965,1,10,18
23917,19650210,1965,2,10,24
23918,19650310,1965,3,10,20
23919,19650410,1965,4,10,26
23920,19650510,1965,5,10,30
23921,19650610,1965,6,10,28
23922,19650710,1965,7,10,31
23923,19650810,1965,8,10,31
23924,19650910,1965,9,10,31
23925,19651010,1965,10,10,27
23926,19651110,1965,11,10,25
23927,19651210,1965,12,10,25
23928,19650111,1965,1,11,19
23929,19650211,1965,2,11,22
23930,19650311,1965,3,11,21
23931,19650411,1965,4,11,19
23932,19650511,1965,5,11,28
23933,19650611,1965,6,11,28
23934,19650711,1965,7,11,30
23935,19650811,1965,8,11,32
23936,19650911,1965,9,11,27
23937,19651011,1965,10,11,30
23938,19651111,1965,11,11,20
23939,19651211,1965,12,11,23
23940,19650112,1965,1,12,16
23941,19650212,1965,2,12,21
23942,19650312,1965,3,12,24
23943,19650412,1965,4,12,20
23944,19650512,1965,5,12,24
23945,19650612,1965,6,12,29
23946,19650712,1965,7,12,31
23947,19650812,1965,8,12,32
23948,19650912,1965,9,12,29
23949,19651012,1965,10,12,30
23950,19651112,1965,11,12,20
23951,19651212,1965,12,12,24
23952,19650113,1965,1,13,18
23953,19650213,1965,2,13,23
23954,19650313,1965,3,13,21
23955,19650413,1965,4,13,25
23956,19650513,1965,5,13,28
23957,19650613,1965,6,13,29
23958,19650713,1965,7,13,32
23959,19650813,1965,8,13,31
23960,19650913,1965,9,13,29
23961,19651013,1965,10,13,30
23962,19651113,1965,11,13,23
23963,19651213,1965,12,13,22
23964,19650114,1965,1,14,19
23965,19650214,1965,2,14,22
23966,19650314,1965,3,14,22
23967,19650414,1965,4,14,22
23968,19650514,1965,5,14,30
23969,19650614,1965,6,14,29
23970,19650714,1965,7,14,33
23971,19650814,1965,8,14,30
23972,19650914,1965,9,14,28
23973,19651014,1965,10,14,29
23974,19651114,1965,11,14,25
23975,19651214,1965,12,14,24
23976,19650115,1965,1,15,21
23977,19650215,1965,2,15,21
23978,19650315,1965,3,15,26
23979,19650415,1965,4,15,22
23980,19650515,1965,5,15,30
23981,19650615,1965,6,15,28
23982,19650715,1965,7,15,28
23983,19650815,1965,8,15,30
23984,19650915,1965,9,15,31
23985,19651015,1965,10,15,27
23986,19651115,1965,11,15,25
23987,19651215,1965,12,15,25
23988,19650116,1965,1,16,20
23989,19650216,1965,2,16,25
23990,19650316,1965,3,16,22
23991,19650416,1965,4,16,23
23992,19650516,1965,5,16,26
23993,19650616,1965,6,16,27
23994,19650716,1965,7,16,29
23995,19650816,1965,8,16,30
23996,19650916,1965,9,16,30
23997,19651016,1965,10,16,27
23998,19651116,1965,11,16,28
23999,19651216,1965,12,16,15
24000,19650117,1965,1,17,20
24001,19650217,1965,2,17,22
24002,19650317,1965,3,17,24
24003,19650417,1965,4,17,23
24004,19650517,1965,5,17,27
24005,19650617,1965,6,17,30
24006,19650717,1965,7,17,29
24007,19650817,1965,8,17,29
24008,19650917,1965,9,17,30
24009,19651017,1965,10,17,27
24010,19651117,1965,11,17,26
24011,19651217,1965,12,17,11
24012,19650118,1965,1,18,22
24013,19650218,1965,2,18,25
24014,19650318,1965,3,18,23
24015,19650418,1965,4,18,28
24016,19650518,1965,5,18,27
24017,19650618,1965,6,18,31
24018,19650718,1965,7,18,31
24019,19650818,1965,8,18,31
24020,19650918,1965,9,18,30
24021,19651018,1965,10,18,27
24022,19651118,1965,11,18,27
24023,19651218,1965,12,18,12
24024,19650119,1965,1,19,20
24025,19650219,1965,2,19,22
24026,19650319,1965,3,19,24
24027,19650419,1965,4,19,23
24028,19650519,1965,5,19,28
24029,19650619,1965,6,19,31
24030,19650719,1965,7,19,32
24031,19650819,1965,8,19,34
24032,19650919,1965,9,19,30
24033,19651019,1965,10,19,27
24034,19651119,1965,11,19,25
24035,19651219,1965,12,19,11
24036,19650120,1965,1,20,21
24037,19650220,1965,2,20,24
24038,19650320,1965,3,20,22
24039,19650420,1965,4,20,22
24040,19650520,1965,5,20,27
24041,19650620,1965,6,20,27
24042,19650720,1965,7,20,31
24043,19650820,1965,8,20,34
24044,19650920,1965,9,20,30
24045,19651020,1965,10,20,27
24046,19651120,1965,11,20,22
24047,19651220,1965,12,20,18
24048,19650121,1965,1,21,21
24049,19650221,1965,2,21,23
24050,19650321,1965,3,21,21
24051,19650421,1965,4,21,21
24052,19650521,1965,5,21,29
24053,19650621,1965,6,21,28
24054,19650721,1965,7,21,29
24055,19650821,1965,8,21,34
24056,19650921,1965,9,21,30
24057,19651021,1965,10,21,26
24058,19651121,1965,11,21,23
24059,19651221,1965,12,21,21
24060,19650122,1965,1,22,22
24061,19650222,1965,2,22,22
24062,19650322,1965,3,22,22
24063,19650422,1965,4,22,22
24064,19650522,1965,5,22,30
24065,19650622,1965,6,22,28
24066,19650722,1965,7,22,29
24067,19650822,1965,8,22,33
24068,19650922,1965,9,22,31
24069,19651022,1965,10,22,27
24070,19651122,1965,11,22,24
24071,19651222,1965,12,22,23
24072,19650123,1965,1,23,22
24073,19650223,1965,2,23,19
24074,19650323,1965,3,23,24
24075,19650423,1965,4,23,23
24076,19650523,1965,5,23,28
24077,19650623,1965,6,23,30
24078,19650723,1965,7,23,27
24079,19650823,1965,8,23,33
24080,19650923,1965,9,23,30
24081,19651023,1965,10,23,27
24082,19651123,1965,11,23,27
24083,19651223,1965,12,23,24
24084,19650124,1965,1,24,22
24085,19650224,1965,2,24,14
24086,19650324,1965,3,24,27
24087,19650424,1965,4,24,23
24088,19650524,1965,5,24,29
24089,19650624,1965,6,24,30
24090,19650724,1965,7,24,30
24091,19650824,1965,8,24,32
24092,19650924,1965,9,24,31
24093,19651024,1965,10,24,28
24094,19651124,1965,11,24,25
24095,19651224,1965,12,24,20
24096,19650125,1965,1,25,18
24097,19650225,1965,2,25,14
24098,19650325,1965,3,25,25
24099,19650425,1965,4,25,24
24100,19650525,1965,5,25,30
24101,19650625,1965,6,25,30
24102,19650725,1965,7,25,32
24103,19650825,1965,8,25,31
24104,19650925,1965,9,25,31
24105,19651025,1965,10,25,26
24106,19651125,1965,11,25,22
24107,19651225,1965,12,25,12
24108,19650126,1965,1,26,21
24109,19650226,1965,2,26,12
24110,19650326,1965,3,26,21
24111,19650426,1965,4,26,27
24112,19650526,1965,5,26,31
24113,19650626,1965,6,26,33
24114,19650726,1965,7,26,35
24115,19650826,1965,8,26,32
24116,19650926,1965,9,26,27
24117,19651026,1965,10,26,25
24118,19651126,1965,11,26,20
24119,19651226,1965,12,26,14
24120,19650127,1965,1,27,22
24121,19650227,1965,2,27,16
24122,19650327,1965,3,27,19
24123,19650427,1965,4,27,26
24124,19650527,1965,5,27,30
24125,19650627,1965,6,27,28
24126,19650727,1965,7,27,34
24127,19650827,1965,8,27,32
24128,19650927,1965,9,27,26
24129,19651027,1965,10,27,26
24130,19651127,1965,11,27,21
24131,19651227,1965,12,27,11
24132,19650128,1965,1,28,19
24133,19650228,1965,2,28,21
24134,19650328,1965,3,28,19
24135,19650428,1965,4,28,27
24136,19650528,1965,5,28,31
24137,19650628,1965,6,28,28
24138,19650728,1965,7,28,28
24139,19650828,1965,8,28,32
24140,19650928,1965,9,28,27
24141,19651028,1965,10,28,25
24142,19651128,1965,11,28,20
24143,19651228,1965,12,28,19
24144,19650129,1965,1,29,25
24145,19650229,1965,2,29,-999
24146,19650329,1965,3,29,20
24147,19650429,1965,4,29,21
24148,19650529,1965,5,29,29
24149,19650629,1965,6,29,29
24150,19650729,1965,7,29,31
24151,19650829,1965,8,29,32
24152,19650929,1965,9,29,27
24153,19651029,1965,10,29,28
24154,19651129,1965,11,29,25
24155,19651229,1965,12,29,18
24156,19650130,1965,1,30,23
24157,19650230,1965,2,30,-999
24158,19650330,1965,3,30,22
24159,19650430,1965,4,30,22
24160,19650530,1965,5,30,27
24161,19650630,1965,6,30,30
24162,19650730,1965,7,30,30
24163,19650830,1965,8,30,32
24164,19650930,1965,9,30,26
24165,19651030,1965,10,30,25
24166,19651130,1965,11,30,23
24167,19651230,1965,12,30,17
24168,19650131,1965,1,31,20
24169,19650231,1965,2,31,-999
24170,19650331,1965,3,31,24
24171,19650431,1965,4,31,-999
24172,19650531,1965,5,31,27
24173,19650631,1965,6,31,-999
24174,19650731,1965,7,31,30
24175,19650831,1965,8,31,32
24176,19650931,1965,9,31,-999
24177,19651031,1965,10,31,29
24178,19651131,1965,11,31,-999
24179,19651231,1965,12,31,14
24180,19660101,1966,1,1,18
24181,19660201,1966,2,1,20
24182,19660301,1966,3,1,22
24183,19660401,1966,4,1,20
24184,19660501,1966,5,1,25
24185,19660601,1966,6,1,31
24186,19660701,1966,7,1,30
24187,19660801,1966,8,1,29
24188,19660901,1966,9,1,31
24189,19661001,1966,10,1,28
24190,19661101,1966,11,1,27
24191,19661201,1966,12,1,15
24192,19660102,1966,1,2,18
24193,19660202,1966,2,2,25
24194,19660302,1966,3,2,23
24195,19660402,1966,4,2,20
24196,19660502,1966,5,2,26
24197,19660602,1966,6,2,29
24198,19660702,1966,7,2,29
24199,19660802,1966,8,2,30
24200,19660902,1966,9,2,34
24201,19661002,1966,10,2,30
24202,19661102,1966,11,2,25
24203,19661202,1966,12,2,16
24204,19660103,1966,1,3,21
24205,19660203,1966,2,3,25
24206,19660303,1966,3,3,23
24207,19660403,1966,4,3,24
24208,19660503,1966,5,3,21
24209,19660603,1966,6,3,30
24210,19660703,1966,7,3,29
24211,19660803,1966,8,3,31
24212,19660903,1966,9,3,33
24213,19661003,1966,10,3,29
24214,19661103,1966,11,3,25
24215,19661203,1966,12,3,18
24216,19660104,1966,1,4,21
24217,19660204,1966,2,4,24
24218,19660304,1966,3,4,22
24219,19660404,1966,4,4,27
24220,19660504,1966,5,4,24
24221,19660604,1966,6,4,27
24222,19660704,1966,7,4,30
24223,19660804,1966,8,4,33
24224,19660904,1966,9,4,33
24225,19661004,1966,10,4,28
24226,19661104,1966,11,4,27
24227,19661204,1966,12,4,22
24228,19660105,1966,1,5,21
24229,19660205,1966,2,5,20
24230,19660305,1966,3,5,24
24231,19660405,1966,4,5,21
24232,19660505,1966,5,5,26
24233,19660605,1966,6,5,27
24234,19660705,1966,7,5,31
24235,19660805,1966,8,5,33
24236,19660905,1966,9,5,31
24237,19661005,1966,10,5,27
24238,19661105,1966,11,5,27
24239,19661205,1966,12,5,22
24240,19660106,1966,1,6,21
24241,19660206,1966,2,6,20
24242,19660306,1966,3,6,25
24243,19660406,1966,4,6,21
24244,19660506,1966,5,6,26
24245,19660606,1966,6,6,26
24246,19660706,1966,7,6,32
24247,19660806,1966,8,6,33
24248,19660906,1966,9,6,32
24249,19661006,1966,10,6,28
24250,19661106,1966,11,6,28
24251,19661206,1966,12,6,20
24252,19660107,1966,1,7,22
24253,19660207,1966,2,7,21
24254,19660307,1966,3,7,26
24255,19660407,1966,4,7,25
24256,19660507,1966,5,7,29
24257,19660607,1966,6,7,24
24258,19660707,1966,7,7,32
24259,19660807,1966,8,7,33
24260,19660907,1966,9,7,31
24261,19661007,1966,10,7,29
24262,19661107,1966,11,7,27
24263,19661207,1966,12,7,22
24264,19660108,1966,1,8,24
24265,19660208,1966,2,8,22
24266,19660308,1966,3,8,23
24267,19660408,1966,4,8,26
24268,19660508,1966,5,8,28
24269,19660608,1966,6,8,30
24270,19660708,1966,7,8,32
24271,19660808,1966,8,8,34
24272,19660908,1966,9,8,31
24273,19661008,1966,10,8,28
24274,19661108,1966,11,8,27
24275,19661208,1966,12,8,23
24276,19660109,1966,1,9,22
24277,19660209,1966,2,9,22
24278,19660309,1966,3,9,15
24279,19660409,1966,4,9,27
24280,19660509,1966,5,9,27
24281,19660609,1966,6,9,29
24282,19660709,1966,7,9,33
24283,19660809,1966,8,9,34
24284,19660909,1966,9,9,31
24285,19661009,1966,10,9,29
24286,19661109,1966,11,9,29
24287,19661209,1966,12,9,22
24288,19660110,1966,1,10,21
24289,19660210,1966,2,10,26
24290,19660310,1966,3,10,21
24291,19660410,1966,4,10,27
24292,19660510,1966,5,10,31
24293,19660610,1966,6,10,31
24294,19660710,1966,7,10,33
24295,19660810,1966,8,10,34
24296,19660910,1966,9,10,32
24297,19661010,1966,10,10,29
24298,19661110,1966,11,10,29
24299,19661210,1966,12,10,22
24300,19660111,1966,1,11,22
24301,19660211,1966,2,11,24
24302,19660311,1966,3,11,24
24303,19660411,1966,4,11,26
24304,19660511,1966,5,11,31
24305,19660611,1966,6,11,27
24306,19660711,1966,7,11,33
24307,19660811,1966,8,11,34
24308,19660911,1966,9,11,32
24309,19661011,1966,10,11,31
24310,19661111,1966,11,11,26
24311,19661211,1966,12,11,21
24312,19660112,1966,1,12,23
24313,19660212,1966,2,12,20
24314,19660312,1966,3,12,24
24315,19660412,1966,4,12,24
24316,19660512,1966,5,12,32
24317,19660612,1966,6,12,27
24318,19660712,1966,7,12,32
24319,19660812,1966,8,12,33
24320,19660912,1966,9,12,32
24321,19661012,1966,10,12,32
24322,19661112,1966,11,12,25
24323,19661212,1966,12,12,25
24324,19660113,1966,1,13,25
24325,19660213,1966,2,13,11
24326,19660313,1966,3,13,24
24327,19660413,1966,4,13,24
24328,19660513,1966,5,13,31
24329,19660613,1966,6,13,26
24330,19660713,1966,7,13,30
24331,19660813,1966,8,13,34
24332,19660913,1966,9,13,32
24333,19661013,1966,10,13,31
24334,19661113,1966,11,13,27
24335,19661213,1966,12,13,21
24336,19660114,1966,1,14,21
24337,19660214,1966,2,14,18
24338,19660314,1966,3,14,25
24339,19660414,1966,4,14,27
24340,19660514,1966,5,14,31
24341,19660614,1966,6,14,29
24342,19660714,1966,7,14,28
24343,19660814,1966,8,14,34
24344,19660914,1966,9,14,33
24345,19661014,1966,10,14,31
24346,19661114,1966,11,14,25
24347,19661214,1966,12,14,20
24348,19660115,1966,1,15,21
24349,19660215,1966,2,15,20
24350,19660315,1966,3,15,25
24351,19660415,1966,4,15,29
24352,19660515,1966,5,15,30
24353,19660615,1966,6,15,30
24354,19660715,1966,7,15,27
24355,19660815,1966,8,15,35
24356,19660915,1966,9,15,31
24357,19661015,1966,10,15,27
24358,19661115,1966,11,15,21
24359,19661215,1966,12,15,20
24360,19660116,1966,1,16,24
24361,19660216,1966,2,16,23
24362,19660316,1966,3,16,24
24363,19660416,1966,4,16,25
24364,19660516,1966,5,16,28
24365,19660616,1966,6,16,31
24366,19660716,1966,7,16,30
24367,19660816,1966,8,16,33
24368,19660916,1966,9,16,30
24369,19661016,1966,10,16,28
24370,19661116,1966,11,16,26
24371,19661216,1966,12,16,19
24372,19660117,1966,1,17,24
24373,19660217,1966,2,17,25
24374,19660317,1966,3,17,25
24375,19660417,1966,4,17,23
